iter	Passed	Remaining
1662	273426	548660
1663	273606	548529
1664	273794	548410
1665	273960	548249
1666	274102	548040
1667	274255	547852
1668	274410	547670
1669	274549	547454
1670	274705	547274
1671	274876	547122
1672	275043	546964
1673	275220	546824
1674	275357	546605
1675	275532	546462
1676	275694	546292
1677	275853	546117
1678	276025	545967
1679	276172	545768
1680	276310	545552
1681	276468	545375
1682	276625	545197
1683	276779	545012
1684	276948	544856
1685	277094	544656
1686	277254	544484
1687	277402	544287
1688	277563	544116
1689	277718	543933
1690	277872	543750
1691	278006	543525
